gene_name,annotation
NR1H4,cytosol
NR1I2,nucleoplasm
NR3C1,nucleoplasm
NR3C1,cytosol
NR3C2,nucleoplasm
NR3C2,extracellular region
NR3C2,cytosol
NR4A2,nucleoplasm
NR4A3,nucleoplasm
NR5A1,extracellular region
NR5A1,nucleoplasm
NR5A1,cytosol
NRAS,tertiary granule membrane
NRAS,endoplasmic reticulum membrane
NRAS,plasma membrane
NRAS,Golgi membrane
NRAS,cytosol
NRG1,extracellular region
NRG1,plasma membrane
NRG1,nucleoplasm
NRG1,cytosol
NRG2,plasma membrane
NRG2,extracellular region
NRG2,cytosol
NRG3,plasma membrane
NRG3,extracellular region
NRG3,cytosol
NRIP1,nucleoplasm
NRIP1,endoplasmic reticulum membrane
NRIP1,cytosol
NRK,cytosol
NRP1,plasma membrane
NRP1,cytosol
NRXN2,plasma membrane
NRXN3,plasma membrane
NSD1,nucleoplasm
NSD2,nucleoplasm
NSD3,nucleoplasm
NSMAF,plasma membrane
NSMAF,cytosol
NSMCE2,nucleoplasm
NSRP1,nucleoplasm
NSUN6,cytosol
NT5C2,cytosol
NTHL1,nucleoplasm
NTN4,extracellular region
NTN4,plasma membrane
NTRK1,endosome membrane
NTRK1,plasma membrane
NTRK1,Golgi membrane
NTRK1,cytosol
NTRK2,plasma membrane
NTRK2,Golgi membrane
NTRK2,extracellular region
NTRK2,cytosol
NTRK3,extracellular region
NTRK3,plasma membrane
NTRK3,mitochondrial outer membrane
NTRK3,cytosol
NUAK1,nucleoplasm
NUBP1,cytosol
NUDT10,mitochondrial matrix
NUDT10,cytosol
NUDT11,cytosol
NUDT14,cytosol
NUF2,cytosol
NUMA1,nucleoplasm
NUMA1,cytosol
NUMB,clathrin-coated endocytic vesicle
NUMB,plasma membrane
NUMB,nucleoplasm
NUMB,cytosol
NUP133,nuclear envelope
NUP133,cytosol
NUP214,nucleoplasm
NUP214,nuclear envelope
NUP214,cytosol
NUP50,nucleoplasm
NUP50,nuclear envelope
NUP54,nuclear envelope
NUP54,cytosol
NUP93,nuclear envelope
NUP93,cytosol
NUP98,endoplasmic reticulum membrane
NUP98,endoplasmic reticulum-Golgi intermediate compartment membrane
NUP98,nucleoplasm
NUP98,nuclear envelope
NUP98,cytosol
NXF1,nucleoplasm
NXF1,nuclear envelope
NXF1,cytosol
OBI1,nucleoplasm
OBSCN,plasma membrane
OBSCN,cytosol
OCRL,early endosome membrane
OCRL,plasma membrane
OCRL,recycling endosome membrane
OCRL,cytoplasmic vesicle membrane
OCRL,Golgi membrane
OCRL,cytosol
ODAM,extracellular region
ODC1,cytosol
OFD1,plasma membrane
OFD1,cytosol
OMA1,mitochondrial inner membrane
OMA1,mitochondrial matrix
OMD,extracellular region
OMD,lysosomal lumen
OMD,Golgi lumen
OPRD1,plasma membrane
OPRD1,nucleoplasm
OPRK1,plasma membrane
OPRK1,nucleoplasm
OR10A7,endoplasmic reticulum membrane
OR10A7,nucleoplasm
OR10G7,endoplasmic reticulum membrane
OR10G7,plasma membrane
OR10G7,nucleoplasm
OR10H2,endoplasmic reticulum membrane
OR10H2,plasma membrane
OR10H2,nucleoplasm
OR10R2,endoplasmic reticulum membrane
OR10R2,nucleoplasm
OR13C4,endoplasmic reticulum membrane
OR13C4,nucleoplasm
OR1J2,endoplasmic reticulum membrane
OR1J2,nucleoplasm
OR1L1,endoplasmic reticulum membrane
OR1L1,nucleoplasm
OR1M1,endoplasmic reticulum membrane
OR1M1,nucleoplasm
OR2A2,nucleoplasm
OR2A2,endoplasmic reticulum membrane
OR2A2,plasma membrane
OR2A42,endoplasmic reticulum membrane
OR2A42,plasma membrane
OR2A42,nucleoplasm
OR2D2,endoplasmic reticulum membrane
OR2D2,nucleoplasm
OR2F2,endoplasmic reticulum membrane
OR2F2,nucleoplasm
OR2L13,endoplasmic reticulum membrane
OR2L13,plasma membrane
OR2L13,nucleoplasm
OR2M4,endoplasmic reticulum membrane
OR2M4,nucleoplasm
OR2T35,endoplasmic reticulum membrane
OR2T35,nucleoplasm
OR2W3,endoplasmic reticulum membrane
OR2W3,plasma membrane
OR2W3,nucleoplasm
OR4C15,endoplasmic reticulum membrane
OR4C15,nucleoplasm
OR4C5,endoplasmic reticulum membrane
OR4C5,nucleoplasm
OR4K14,endoplasmic reticulum membrane
OR4K14,nucleoplasm
OR4K17,endoplasmic reticulum membrane
OR4K17,nucleoplasm
OR4L1,endoplasmic reticulum membrane
OR4L1,plasma membrane
OR4L1,nucleoplasm
OR51F2,endoplasmic reticulum membrane
OR51F2,nucleoplasm
OR51I2,endoplasmic reticulum membrane
OR51I2,nucleoplasm
OR52E8,endoplasmic reticulum membrane
OR52E8,nucleoplasm
OR52I2,nucleoplasm
OR52I2,endoplasmic reticulum membrane
OR52I2,plasma membrane
OR52N1,endoplasmic reticulum membrane
OR52N1,nucleoplasm
OR5B17,endoplasmic reticulum membrane
OR5B17,nucleoplasm
OR6A2,nucleoplasm
OR6A2,endoplasmic reticulum membrane
OR6A2,plasma membrane
OR7G3,endoplasmic reticulum membrane
OR7G3,nucleoplasm
OR8K1,nucleoplasm
OR8K1,endoplasmic reticulum membrane
OR8K1,plasma membrane
OR8K5,endoplasmic reticulum membrane
OR8K5,nucleoplasm
OR9G1,endoplasmic reticulum membrane
OR9G1,plasma membrane
OR9G1,nucleoplasm
OR9K2,endoplasmic reticulum membrane
OR9K2,nucleoplasm
OS9,endoplasmic reticulum quality control compartment
OS9,Golgi membrane
OS9,endoplasmic reticulum membrane
OS9,double membrane vesicle viral factory outer membrane
OS9,cytosol
OSBP2,cytosol
OSBP2,endoplasmic reticulum membrane
OSBP2,plasma membrane
OSBPL8,endoplasmic reticulum membrane
OSBPL8,plasma membrane
OSBPL8,cytosol
OSMR,plasma membrane
OSMR,extracellular region
OSMR,cytosol
OTOGL,extracellular region
OTOP1,plasma membrane
OTUD7A,cytosol
OXA1L,mitochondrial inner membrane
OXA1L,mitochondrial matrix
OXCT2,mitochondrial matrix
P4HTM,cytosol
PABPC1,cytosol
PACSIN1,cytosol
PAFAH1B2,secretory granule lumen
PAFAH1B2,ficolin-1-rich granule lumen
PAFAH1B2,extracellular region
PAFAH1B2,cytosol
PAG1,plasma membrane
PAIP1,cytosol
PAK1,plasma membrane
PAK1,nucleoplasm
PAK1,extracellular region
PAK1,cytosol
PAK3,plasma membrane
PAK3,cytosol
PAK5,plasma membrane
PAK5,mitochondrial outer membrane
PAK5,cytosol
PALB2,nucleoplasm
PALB2,chromosome
PALB2,cytosol
PAN3,cytosol
PAPOLB,nucleoplasm
PARD3,cell junction
PARD3,plasma membrane
PARD3,cytosol
PARD6B,plasma membrane
PARD6B,cytosol
PARP1,nucleoplasm
PARP1,cytosol
PARP2,nucleoplasm
PARP4,cytosol
PATJ,endoplasmic reticulum-Golgi intermediate compartment membrane
PATJ,plasma membrane
PATJ,cytosol
PAX2,nucleoplasm
PAX3,nucleoplasm
PAX5,nucleoplasm
PAX5,cytosol
PAX6,endoplasmic reticulum lumen
PAX6,endoplasmic reticulum membrane
PAX6,extracellular region
PAX6,plasma membrane
PAX6,nucleoplasm
PAX6,secretory granule lumen
PAX6,cytosol
PAX8,nucleoplasm
PBRM1,nucleoplasm
PBX1,nucleoplasm
PBX1,cytosol
PC,endosome membrane
PC,extracellular region
PC,endoplasmic reticulum membrane
PC,plasma membrane
PC,phagocytic vesicle
PC,cytosol
PC,nucleoplasm
PC,Golgi membrane
PC,mitochondrial matrix
PC,Golgi-associated vesicle lumen
PC,lamellar body
PC,endoplasmic reticulum lumen
PC,lysosomal lumen
PC,mitochondrial outer membrane
PC,nuclear envelope
PC,mitochondrial inner membrane
PC,secretory granule lumen
PC,cytoplasm
PC,lamellar body membrane
PCBP1,nucleoplasm
PCBP2,nucleoplasm
PCBP2,mitochondrial outer membrane
PCBP2,cytosol
PCDH15,plasma membrane
PCF11,nucleoplasm
PCLO,cytosol
PCM1,nucleoplasm
PCM1,cytosol
PCSK5,extracellular region
PCSK5,plasma membrane
PCSK5,Golgi lumen
PCSK6,plasma membrane
PCSK6,extracellular region
PCSK6,Golgi lumen
PCSK6,cytosol
PDAP1,ficolin-1-rich granule lumen
PDAP1,extracellular region
PDCD1,plasma membrane
PDCD1,nucleoplasm
PDCD1,extracellular region
PDCD11,nucleoplasm
PDCD1LG2,plasma membrane
PDCD6,cytosol
PDE6G,plasma membrane
PDE6G,photoreceptor disc membrane
PDE6G,cytosol
PDE7B,cytosol
PDGFB,platelet alpha granule lumen
PDGFB,endoplasmic reticulum lumen
PDGFB,Golgi membrane
PDGFB,extracellular region
PDGFB,Golgi lumen
PDGFC,endoplasmic reticulum lumen
PDGFC,Golgi membrane
PDGFC,extracellular region
PDGFRA,endoplasmic reticulum membrane
PDGFRA,extracellular region
PDGFRA,plasma membrane
PDGFRA,cytosol
PDGFRB,extracellular region
PDGFRB,plasma membrane
PDGFRB,cytosol
PDHB,mitochondrial matrix
PDK1,extracellular region
PDK1,plasma membrane
PDK1,nucleoplasm
PDK1,mitochondrial matrix
PDK1,cytosol
PDK2,plasma membrane
PDK2,mitochondrial matrix
PDK2,cytosol
PDLIM5,plasma membrane
PDLIM5,cytosol
PDP2,mitochondrial matrix
PDPK1,plasma membrane
PDPK1,nucleoplasm
PDPK1,cytosol
PDS5A,"chromosome, centromeric region"
PDS5A,nucleoplasm
PDS5A,chromosome
PDS5A,cytosol
PDS5B,"chromosome, centromeric region"
PDS5B,nucleoplasm
PDS5B,chromosome
PDS5B,cytosol
PDSS2,mitochondrial matrix
PDYN,extracellular region
PELI3,cytosol
PER1,nucleoplasm
PER1,cytosol
PER3,nucleoplasm
PER3,cytosol
PERM1,nucleoplasm
PES1,nucleoplasm
PEX16,peroxisomal membrane
PEX16,cytosol
PEX2,peroxisomal membrane
PEX2,peroxisomal matrix
PEX2,cytosol
PFAS,cytosol
PFKP,cytosol
PGR,endosome membrane
PGR,specific granule membrane
PGR,endoplasmic reticulum membrane
PGR,plasma membrane
PGR,nucleoplasm
PGR,nuclear envelope
PGR,cytosol
PHAX,nucleoplasm
PHAX,nuclear envelope
PHAX,cytosol
PHC2,nucleoplasm
PHF1,nucleoplasm
PHF19,nucleoplasm
PHF21A,nucleoplasm
PHF5A,nucleoplasm
PHGDH,cytosol
PHIP,endosome membrane
PHIP,cytosol
PHKA2,cytosol
PHLDA1,cytosol
PHLPP1,lysosomal membrane
PHLPP1,cytosol
PHLPP2,cytosol
PI4KA,Golgi membrane
PI4KA,endoplasmic reticulum membrane
PI4KA,cytosol
PICALM,clathrin-coated endocytic vesicle membrane
PICALM,plasma membrane
PICALM,cytoplasmic vesicle membrane
PICALM,Golgi membrane
PICALM,cytosol
PIGA,plasma membrane
PIGA,cytosol
PIGA,extracellular region
PIGA,endoplasmic reticulum membrane
PIGA,double membrane vesicle viral factory outer membrane
PIGC,endoplasmic reticulum membrane
PIGT,endoplasmic reticulum membrane
PIGY,endoplasmic reticulum membrane
PIK3AP1,plasma membrane
PIK3C2A,early endosome membrane
PIK3C2A,plasma membrane
PIK3C2A,late endosome membrane
PIK3C2A,cytoplasmic vesicle membrane
PIK3C2A,Golgi membrane
PIK3C2A,cytosol
PIK3C2B,plasma membrane
PIK3C2B,cytosol
PIK3C2G,Golgi membrane
PIK3C2G,plasma membrane
PIK3C2G,cytosol
PIK3C3,phagocytic vesicle membrane
PIK3C3,late endosome membrane
PIK3C3,phagophore assembly site membrane
PIK3C3,early endosome membrane
PIK3C3,endoplasmic reticulum membrane
PIK3C3,Golgi membrane
PIK3C3,cytosol
PIK3CA,endosome membrane
PIK3CA,extracellular region
PIK3CA,plasma membrane
PIK3CA,nucleoplasm
PIK3CA,cytosol
PIK3CB,endosome membrane
PIK3CB,extracellular region
PIK3CB,plasma membrane
PIK3CB,cytosol
PIK3CD,endosome membrane
PIK3CD,plasma membrane
PIK3CD,extracellular region
PIK3CD,cytosol
PIK3CG,plasma membrane
PIK3CG,cytosol
PIK3R1,endosome membrane
PIK3R1,extracellular region
PIK3R1,plasma membrane
PIK3R1,nucleoplasm
PIK3R1,cytosol
PIK3R2,endosome membrane
PIK3R2,plasma membrane
PIK3R2,extracellular region
PIK3R2,cytosol
PIK3R3,endosome membrane
PIK3R3,plasma membrane
PIK3R3,extracellular region
PIK3R3,cytosol
PIK3R4,phagocytic vesicle membrane
PIK3R4,late endosome membrane
PIK3R4,phagophore assembly site membrane
PIK3R4,early endosome membrane
PIK3R4,endoplasmic reticulum membrane
PIK3R4,Golgi membrane
PIK3R4,cytosol
PIK3R5,plasma membrane
PIK3R5,cytosol
PIK3R6,plasma membrane
PIK3R6,cytosol
PIM1,nucleoplasm
PITPNM2,cytosol
PIWIL2,nucleoplasm
PIWIL2,mitochondrial outer membrane
PIWIL2,nuclear envelope
PIWIL2,cytosol
PKD2,ciliary membrane
PKD2,Golgi membrane
PKD2,Golgi-associated vesicle membrane
PKD2,cytosol
PKP4,plasma membrane
PKP4,cornified envelope
PKP4,cytosol
PLA1A,extracellular region
PLA1A,plasma membrane
PLA2G4D,mitochondrial inner membrane
PLA2G4D,endoplasmic reticulum membrane
PLA2G4D,cytosol
PLA2R1,extracellular region
PLB1,extracellular region
PLB1,plasma membrane
PLCB2,cytoplasmic side of plasma membrane
PLCB2,plasma membrane
PLCB2,endoplasmic reticulum membrane
PLCB2,cytosol
PLCB4,plasma membrane
PLCB4,cytosol
PLCD1,plasma membrane
PLCD1,cytosol
PLCE1,plasma membrane
PLCE1,cytosol
PLCG1,extracellular region
PLCG1,plasma membrane
PLCG1,cytosol
PLCG1,cytoplasmic side of plasma membrane
PLCG2,plasma membrane
PLCG2,extracellular region
PLCG2,cytosol
PLCH2,plasma membrane
PLCH2,cytosol
PLEC,plasma membrane
PLEC,cytosol
PLEKHA8,Golgi membrane
PLK1,trans-Golgi network membrane
PLK1,"chromosome, centromeric region"
PLK1,ER to Golgi transport vesicle membrane
PLK1,nucleoplasm
PLK1,nuclear envelope
PLK1,chromosome
PLK1,spindle
PLK1,Golgi membrane
PLK1,cytosol
PLK2,plasma membrane
PLK2,nucleoplasm
PLK2,cytosol
PLRG1,nucleoplasm
PLXNA2,plasma membrane
PLXNA3,plasma membrane
PLXND1,plasma membrane
PLXND1,nucleoplasm
PLXND1,extracellular region
PLXND1,cytosol
PM20D1,extracellular region
PMAIP1,nucleoplasm
PMAIP1,mitochondrial outer membrane
PMAIP1,cytosol
PML,nucleoplasm
PML,nuclear envelope
PML,cytosol
PMPCA,mitochondrial inner membrane
PMS2,nucleoplasm
PNLIPRP3,extracellular region
PNN,nucleoplasm
PNPLA2,peroxisomal membrane
PNPLA2,endoplasmic reticulum lumen
PNPLA2,mitochondrial inner membrane
PNPLA2,endoplasmic reticulum membrane
PNPLA2,extracellular region
PNPLA2,lipid droplet
PNPLA2,plasma membrane
PNPLA2,nucleoplasm
PNPLA2,mitochondrial outer membrane
PNPLA2,peroxisomal matrix
PNPLA2,mitochondrial matrix
PNPLA2,cytosol
PNPLA7,endoplasmic reticulum membrane
PNPLA7,cytosol
PNPLA8,endoplasmic reticulum membrane
PNPLA8,cytosol
POGLUT1,endoplasmic reticulum lumen
POGLUT1,endoplasmic reticulum membrane
POGLUT1,plasma membrane
POGLUT1,nucleoplasm
POGLUT1,Golgi membrane
POGLUT1,Golgi lumen
POGLUT1,cytosol
POLD1,nucleoplasm
POLD1,cytosol
POLDIP3,nucleoplasm
POLDIP3,cytosol
POLE,endosome membrane
POLE,nucleoplasm
POLE,endosome lumen
POLE,Golgi membrane
POLE,cytosol
POLG,endoplasmic reticulum-Golgi intermediate compartment membrane
POLG,nucleoplasm
POLG,mitochondrial matrix
POLM,nucleoplasm
POLQ,nucleoplasm
POLR1G,nucleoplasm
POLR2D,nucleoplasm
POLR2D,cytosol
POLR3E,nucleoplasm
POLR3E,cytosol
POLRMT,nucleoplasm
POLRMT,mitochondrial matrix
PON1,endoplasmic reticulum membrane
PON1,extracellular region
PON1,cytosol
PORCN,endoplasmic reticulum lumen
PORCN,Golgi membrane
PORCN,endoplasmic reticulum membrane
PORCN,Golgi lumen
POT1,nucleoplasm
POU2F2,nucleoplasm
POU3F3,nucleoplasm
POU5F1,endosome membrane
POU5F1,extracellular region
POU5F1,plasma membrane
POU5F1,nucleoplasm
POU5F1,cytosol
PPARD,mitochondrial intermembrane space
PPARD,nucleoplasm
PPARD,mitochondrial outer membrane
PPARD,mitochondrial matrix
PPARD,cytosol
PPARG,extracellular region
PPARG,lipid droplet
PPARG,plasma membrane
PPARG,nucleoplasm
PPARG,cytosol
PPFIBP1,cytosol
PPIG,nucleoplasm
PPIG,cytosol
PPIL1,nucleoplasm
PPIL4,nucleoplasm
PPM1D,nucleoplasm
PPM1F,cytosol
PPM1L,endoplasmic reticulum membrane
PPM1L,cytosol
PPP1CB,plasma membrane
PPP1CB,nucleoplasm
PPP1CB,cytosol
PPP1R15A,cytoplasmic side of plasma membrane
PPP1R15A,plasma membrane
PPP1R15A,nucleoplasm
PPP1R15A,early endosome membrane
PPP1R15A,extracellular region
PPP1R15A,cytosol
PPP2R1A,nucleoplasm
PPP2R1A,cytosol
PPP2R2A,endoplasmic reticulum membrane
PPP2R2A,nucleoplasm
PPP2R2A,cytosol
PPP2R5A,cytosol
PPP2R5C,plasma membrane
PPP2R5C,nucleoplasm
PPP2R5C,cytosol
PPP3CA,nucleoplasm
PPP3CA,cytosol
PPP4C,nucleoplasm
PPP4R2,nucleoplasm
PPP6C,nucleoplasm
PPP6C,cytosol
PRCC,nucleoplasm
PRDM1,nucleoplasm
PRDM1,cytosol
PRDM14,nucleoplasm
PRDM16,cytosol
PRDM9,nucleoplasm
PREX2,plasma membrane
PREX2,cytosol
PRG4,plasma membrane
PRKAB2,nucleoplasm
PRKAB2,cytosol
PRKACA,plasma membrane
PRKACA,ciliary base
PRKACA,sarcoplasmic reticulum membrane
PRKACA,nucleoplasm
PRKACA,photoreceptor disc membrane
PRKACA,cytosol
PRKAG1,nucleoplasm
PRKAG1,cytosol
PRKAR1A,ciliary base
PRKAR1A,plasma membrane
PRKAR1A,cytosol
PRKAR2B,ciliary base
PRKAR2B,cytosol
PRKCB,plasma membrane
PRKCB,nuclear envelope
PRKCB,nucleoplasm
PRKCB,cytosol
PRKCG,cytosol
PRKCI,plasma membrane
PRKCI,nucleoplasm
PRKCI,cytosol
PRKCQ,plasma membrane
PRKCQ,nucleoplasm
PRKCQ,photoreceptor disc membrane
PRKCQ,cytosol
PRKCZ,plasma membrane
PRKCZ,cell junction
PRKCZ,nucleoplasm
PRKCZ,cytosol
PRKD1,cytosol
PRKD2,cytosol
PRKDC,nucleoplasm
PRKDC,endosome membrane
PRKDC,cytosol
PRKG1,cytosol
PRKN,mitochondrial outer membrane
PRKN,cytosol
PRKX,nucleoplasm
PRLR,endosome lumen
PRLR,plasma membrane
PRLR,extracellular region
PRLR,cytosol
PRMT5,nucleoplasm
PRMT5,cytosol
PROKR2,plasma membrane
PROSER1,nucleoplasm
PROZ,endoplasmic reticulum lumen
PROZ,Golgi lumen
PROZ,endoplasmic reticulum membrane
PRPF3,nucleoplasm
PRPF4B,nucleoplasm
PRPF8,nucleoplasm
PRSS1,extracellular region
PRSS3,extracellular region
PRSS3,tertiary granule lumen
PRSS8,plasma membrane
PRSS8,cytosol
PRX,plasma membrane
PRX,extracellular region
PRX,nucleoplasm
PRX,cytosol
PSIP1,nucleoplasm
PSIP1,cytosol
PSMB2,nucleoplasm
PSMB2,cytosol
PSMC3,secretory granule lumen
PSMC3,extracellular region
PSMC3,ficolin-1-rich granule lumen
PSMC3,nucleoplasm
PSMC3,cytosol
PSMD8,nucleoplasm
PSMD8,cytosol
PSMF1,nucleoplasm
PSMF1,cytosol
PTCH1,plasma membrane
PTCH1,ciliary membrane
PTCH1,extracellular region
PTCH1,endocytic vesicle membrane
PTCH1,nucleoplasm
PTDSS1,endoplasmic reticulum membrane
PTDSS1,cytosol
PTEN,plasma membrane
PTEN,clathrin-coated endocytic vesicle membrane
PTEN,mitochondrial matrix
PTEN,cytosol
PTEN,endoplasmic reticulum lumen
PTEN,nucleoplasm
PTEN,extracellular region
PTGDR2,plasma membrane
PTGFR,plasma membrane
PTGFR,extracellular region
PTGS1,endoplasmic reticulum membrane
PTGS1,endoplasmic reticulum lumen
PTGS1,cytosol
PTK2,plasma membrane
PTK2,extracellular region
PTK2,cytosol
PTK2B,plasma membrane
PTK2B,cytosol
PTK6,plasma membrane
PTK6,nucleoplasm
PTK6,cytosol
PTN,plasma membrane
PTN,extracellular region
PTN,cytosol
PTPA,plasma membrane
PTPA,nucleoplasm
PTPA,cytosol
PTPN1,plasma membrane
PTPN1,nucleoplasm
PTPN1,extracellular region
PTPN1,endosome membrane
PTPN1,cytosol
PTPN11,plasma membrane
PTPN11,nucleoplasm
PTPN11,extracellular region
PTPN11,cytosol
PTPN12,plasma membrane
PTPN12,extracellular region
PTPN12,nucleoplasm
PTPN12,cytosol
PTPN13,plasma membrane
PTPN13,nucleoplasm
PTPN13,cytosol
PTPN14,nucleoplasm
PTPN2,plasma membrane
PTPN2,nucleoplasm
PTPN2,cytosol
PTPN22,plasma membrane
PTPN22,cytosol
PTPN6,plasma membrane
PTPN6,cytosol
PTPN6,specific granule lumen
PTPN6,nucleoplasm
PTPN6,extracellular region
PTPN6,tertiary granule lumen
PTPRB,tertiary granule membrane
PTPRB,plasma membrane
PTPRB,specific granule membrane
PTPRB,cytosol
PTPRC,plasma membrane
PTPRC,secretory granule membrane
PTPRC,cytosol
PTPRD,plasma membrane
PTPRD,cytosol
PTPRK,plasma membrane
PTPRK,cytosol
PTPRO,plasma membrane
PTPRO,cytosol
PTPRS,plasma membrane
PTPRS,extracellular region
PTPRS,cytosol
PTPRT,plasma membrane
PTPRU,plasma membrane
PTX3,extracellular region
PTX3,specific granule lumen
PTX3,tertiary granule lumen
PUM1,cytosol
PXDN,extracellular region
PXMP4,peroxisomal membrane
PXMP4,cytosol
QKI,cytosol
QPRT,cytosol
RAB11A,plasma membrane
RAB11A,cytoplasmic vesicle membrane
RAB11A,integral component of lumenal side of endoplasmic reticulum membrane
RAB11A,recycling endosome membrane
RAB11A,phagocytic vesicle membrane
RAB11A,endoplasmic reticulum membrane
RAB11A,Golgi membrane
RAB11A,endoplasmic reticulum-Golgi intermediate compartment membrane
RAB11A,Golgi-associated vesicle membrane
RAB11A,cytosol
RAB14,tertiary granule membrane
RAB14,plasma membrane
RAB14,cytoplasmic vesicle membrane
RAB14,early endosome membrane
RAB14,recycling endosome membrane
RAB14,cytosol
RAB35,clathrin-coated endocytic vesicle membrane
RAB35,cell junction
RAB35,recycling endosome membrane
RAB35,cytosol
RAB40A,cytosol
RAB42,cytosol
RABEP1,Golgi membrane
RABEP1,early endosome membrane
RABEPK,trans-Golgi network membrane
RABEPK,transport vesicle
RABEPK,cytosol
RABGEF1,Golgi membrane
RABGEF1,early endosome membrane
RABGEF1,cytosol
RAC1,phagocytic vesicle membrane
RAC1,secretory granule membrane
RAC1,cytosol
RAC1,lysosomal membrane
RAC1,nucleoplasm
RAC1,extracellular region
RAC1,plasma membrane
RAC1,ficolin-1-rich granule membrane
RAC1,endosome membrane
RAC1,cytoplasmic vesicle membrane
RAC1,phagolysosome
RAC1,endoplasmic reticulum membrane
RAC2,plasma membrane
RAC2,phagolysosome
RAC2,mitochondrial outer membrane
RAC2,phagocytic vesicle membrane
